Gene	log2FC
H2AFY	0.628692408
OGFRP1	2.790498
PLEKHF1	2.552802989
EMILIN1	0.894241492
ANKRD44-IT1	1.505063141
C4orf32	1.9564368
SNORA30	2.682178458
KLHL34	4.064579163
LOC101928992	2.846909998
CGREF1	1.782723885
GSTA2	-4.10453439
SDC3	1.136111102
GINS2	2.295958875
CDK5R2	3.048424035
POM121L9P	1.55902989
KRT15	3.657948649
CRYM	-1.927354745
PKP2	-1.604436566
CHRM4	2.906852139
LINC01257	3.193463267
ARHGEF11	-0.876502279
SLC9C1	1.970061797
LHFPL3	2.787429233
SPACA6P-AS	2.709564999
CLNK	-2.267574075
HSD17B1	2.540472328
GDPGP1	-2.3892942
KLK9	2.875503465
PTH1R	-1.064706693
CRYM-AS1	2.0010019
TRAFD1	-0.812444509
GLP2R	2.612685481
CSMD2-AS1	-3.177540224
NDNF	-1.551140597
GEMIN7	2.110585222
POLR3A	-1.041636212
IL27	3.525669529
SNORA24	1.557444608
SCAMP5	-1.810185844
ALPK1	-1.19361
SLC2A7	2.803334423
PCDHA9	2.287466332
LOC100287944	3.112122914
ANKRD20A19P	3.256334067
GTPBP4	0.829965222
TTN	1.888211251
FAM78A	1.547658664
CCDC80	1.350256434
ERC2-IT1	3.144606358
DTNA	-1.404702478
LINC00689	2.965051945
LOC100128993	-3.534116521
LINC00658	3.127405519
LOC729683	2.20080311
KALRN	-1.480365254
HLA-L	2.01972233
LOC101927066	3.525086099
LGALS8-AS1	3.044592381
GUSBP11	-1.049680002
EVL	0.881129576
NRK	-1.190530668
RAB11FIP3	-2.428055196
ADIPOR1	-1.148167132
ABCC2	-1.751720793
ADAMTSL4-AS1	1.925614541
CYP2C8	-2.707634686
CLYBL-AS1	3.495716495
MAST4	-0.93094075
PCED1B-AS1	2.742259133
CYP3A5	-2.400673185
CPSF4L	3.084587165
NANOG	2.622386632
KRT81	4.01548572
CSRNP2	0.843316823
XPNPEP2	-1.938939428
IGLL5	3.009860426
MIR218-2	2.435341967
GPHN	-1.011385839
TMEM200B	1.559791203
LINC01594	-2.382547515
NOLC1	-0.908250555
FGD5	-1.028489597
PRR5L	1.254145778
CD274	-1.65414543
PARD3B	-0.949583672
S1PR2	1.553169262
ZNF343	0.941738774
EPB41L3	-0.848170441
GNG12-AS1	-3.689198956
ADCY10P1	-1.524143505
PABPN1L	4.543758452
DEDD	1.228905063
VTN	2.414839542
PHKG1	2.210001483
PCLO	-1.421076452
LINC00936	1.546512993
CCDC39	2.113766974
ATP2A1-AS1	4.239883719
FABP1	-2.355128252
PSD3	-1.167259246
PRSS46	3.127411652
SMIM24	-1.209983346
ACSF2	-1.369501424
GUSBP5	-1.900812513
IL17RD	-1.033229114
CLCA4	-2.658351102
REPS1	-0.928994474
LOC100132057	-2.390886924
ALAS2	2.645990037
THEM5	2.422822475
SNAI3	2.907883483
LOC100506178	-3.031986156
TNIK	-1.181259073
RPS2	1.279540749
IPO9	-1.175349113
VIP	3.120367165
LINC00900	2.161738913
HCG27	2.59562885
RPL41	0.772473005
GRID2	-3.03821462
GEMIN8P4	2.608536655
CHTOP	1.091742562
STOML3	3.08968967
LAPTM5	1.199348572
RFESD	2.092024137
PAPOLB	2.741364763
LINC01519	-3.160849455
FBXO24	1.717778926
LAMTOR5-AS1	2.935967203
CHN2	-1.015652006
SFRP2	2.474796349
LOC101928911	-2.150702929
MIR99B	4.401302784
ITK	-2.100573463
PERM1	2.059196778
CCDC158	-1.748483838
MYH2	2.859827143
HSD11B1	-2.084889669
GOLGA6B	2.655276166
H1FX-AS1	1.476355171
PCDH15	-3.09488197
TNNT1	4.664325719
AGO1	-0.645080017
LOC401010	3.684308829
FAM161B	-1.114389927
BCO1	-1.573793342
MAGEC1	3.346057776
SEMA3D	-2.245558383
WEE2	2.859044646
ADAM15	0.78836161
SNORD17	-1.382864615
TLR8	-2.131951012
NUP98	-0.723605409
TDRD15	-3.225501836
MGAM	-1.790772597
ZSCAN32	-1.309165177
KLK13	2.501364603
PIN1P1	3.002414687
LRP1B	-1.857990923
GHRLOS	1.35057007
CER1	-2.849752171
C1orf140	-2.580504557
ZNF311	3.090606226
SLC24A2	-2.783328982
LINC01136	2.35159167
LINC01572	-2.246311788
FAM151A	-2.199594896
NFIX	1.237699353
GNAI2	0.894049416
MAP7	-0.853174422
CNTN1	-1.533997983
TMEM253	2.582080574
LINC00243	3.56242613
MYL1	4.822243005
AK9	-0.947342259
DLEU2	1.634278194
TNNI2	3.658717952
SCCPDH	0.807877157
LINC00548	-2.275284665
NKG7	2.20825547
ZNF215	-1.438444579
ZNF436-AS1	1.308240985
MAN1C1	-0.793112574
TNNT3	3.379798085
MIR1281	1.619025763
LRCH3	0.826166496
TNNC2	4.11551164
MB	2.853199013
TTC5	-1.769297665
C14orf180	4.090429864
PLIN4	2.742559827
MAGI2	-0.946094919
ACTA1	5.867163001
EBF3	1.99631334
LYPLAL1-AS1	-2.448011576
CYP51A1-AS1	2.718019526
MYL2	5.104275175
ITGA10	-1.517237148
GRIK1	-2.253778595
LGMN	-1.1211562
DYRK2	0.928032442
MGAT5	-0.805574437
LINC00535	-2.301274688
MYH7	3.996092704
MYOT	2.789492595
GCNT2	-0.889660809
TCTEX1D1	2.691907944
ZKSCAN2	-1.635510999
PLIN1	2.796806535
MAGEB1	3.606393838
CA3	3.309448395
NLRP7	4.480843228
CKM	4.214164231
LIFR-AS1	-1.671296324
PRUNE2	-0.989808735
PYGM	2.367337926
CDK5RAP2	-0.654583994
GAPVD1	-0.770293559
MDFIC	0.792947562
TMEM38A	2.08733159
ANTXR2	-1.163168324
LOC100134391	2.765635398
GDAP1L1	3.00099451
HSPA6	2.386024286
SLC8B1	1.009956158
TNNC1	2.721216599
SCN1B	2.078297673
LINC00540	-2.52790274
DUSP13	4.629536402
MIR6513	2.507346241
LOC101927069	-2.407570471
MYH3	-1.132432939
KCNJ11	1.607495043
EEF1A2	3.306942508
LMNTD1	-2.915677622
LOC653160	1.961055861
SLC17A4	-2.567667027
TMOD4	1.899117977
ROBO2	-2.007956788
MIR126	2.504445289
ANKS1B	-1.892261921
PTPRT	-1.919420175
ACTN3	1.818466128
GPIHBP1	1.761707815
CSRP3	2.987421457
ADPRHL1	1.677525962
KLHL31	2.302576709
PIEZO2	-1.189804004
JPH2	1.906994291
ADH4	-2.071986541
CAV3	2.819083235
TGM1	1.831172712
ZNF462	-0.750181333
TCAP	4.593183648
MND1	1.835832311
GALR2	5.312993694
FGD5P1	2.358714843
CASP1P2	-2.782388855
SERPINF1	2.020250647
MATN3	-1.914766464
ELF4	1.126759466
ARFGEF3	-1.212803597
CYP19A1	-2.55072544
MPP4	-2.748429826
ARL17A	1.479449501
LMOD2	2.637251449
GRIN3A	-2.788095826
UNC5C	-2.135112657
ZSCAN20	-1.125920935
KIF6	-2.176791292
C4BPB	-2.583673975
ENPP3	-1.966217395
LAMB2P1	-2.556707992
LOC574538	2.809086361
SPTA1	-3.190937447
TESPA1	-2.323101092
FBP2	2.879588934
PANK1	-1.296461205
CD1E	-2.265464222
LDLR	-0.750253196
CCDC168	-2.344954514
FXYD1	1.960312612
SPAG17	-1.179695551
MUC19	-2.434784836
MYLK2	3.663815571
TIMELESS	-0.975536296
PPM1N	2.035528734
ITPRIPL2	0.656195954
LOC644172	3.157319606
FLJ12825	-2.091295404
LIPE	1.906162773
PTCHD1	-2.315985877
CDH17	-2.597512563
FITM1	2.991404124
TCHHL1	-2.612715759
SZT2	-1.076953972
ATP2A1	1.850277159
C6	-1.708165877
ZNF200	-1.56039779
TRIM72	4.056766338
PKD1L3	-2.498797038
ALS2CL	-1.24605816
MIR3176	2.522525942
FHL3	1.416256098
CFAP44	-0.973459522
CTXN2	-2.839484957
HSPB6	2.791139755
PLEKHA6	-0.774794888
KLF14	3.289414995
ERICH3-AS1	-2.964776049
STRC	-2.187366748
SMYD1	2.304965164
C5	-1.3367711
TPM3	0.884739386
LOC101927740	2.177596334
LOC100129940	-1.984215729
SMCO1	4.206708664
BMS1	-0.615020861
CYP2B6	-2.020591596
JSRP1	4.219207002
MAGI1	-0.878175056
FUS	0.638871274
PDE6A	-2.247034793
ARHGAP22	1.889016336
TRPA1	-2.498147679
CLCA2	-2.384872449
IPCEF1	-1.416849504
PTPRD-AS2	3.720446949
CC2D2A	-0.747952993
FASN	1.175420995
SMTNL1	3.315171557
TRPM6	-2.03574242
LINC00343	-3.406648504
FOXG1-AS1	2.840835545
PAPPA	-0.915959588
PTP4A3	2.363948169
RGS19	1.304867301
TMEM200A	-1.531034795
CEBPA	2.365151571
MGAM2	2.799365535
ROS1	-1.935776359
TPM2	1.845581109
FER1L6	-1.994683901
SYTL5	-1.991359817
GRM1	-2.201903722
MEF2C-AS1	-1.874047165
NDST3	-2.258612848
ANKRD23	1.968060887
LGALS12	3.040473399
PTRF	1.387058463
SRGAP2	-0.926944551
MLLT4	-0.658531399
PDLIM7	1.153616196
LEKR1	-1.876761532
NPHS1	-1.440338214
MILR1	-2.037443513
PACSIN3	1.341965923
RIMS2	-2.130425948
XPO5	-1.004296608
CHD7	-0.738324663
HSPB7	2.529092438
ENC1	1.332427613
COL6A3	0.774561084
RAPSN	2.480122648
LINC00890	3.775684516
GRIA3	-1.642434617
PF4	5.182162581
PDE11A	-1.842767754
C6orf10	2.826676075
GATSL2	0.756373428
PRKCE	-0.817318707
SGCA	3.400141513
LINC01314	-1.760690159
RBM26-AS1	-1.797230548
TCF15	3.329282046
AFF2	-1.807479577
ABRA	3.282649408
RGS7BP	-2.031724971
TEX101	1.764642558
CR2	-2.28737938
BARHL2	2.20323221
SLC7A8	-1.336741312
GLYATL2	-3.110441651
COL4A6	-1.361278678
PPP1R17	-4.118606962
ACHE	1.818664358
DCC	-1.702636684
NEXN	1.026916386
RYR2	-2.043478664
HCG23	-2.494189269
LRP12	-0.974323107
NPAS3	-1.768076734
LOC101927100	-2.446413968
USH2A	-2.122004583
HFE2	3.18520579
RIPPLY1	-2.615440801
OTOGL	-1.925888839
PCSK5	-1.204303677
MESP1	3.604517421
CHD6	-0.983433139
EIF2AK3	-1.070837835
PIK3AP1	-1.091600537
CNTN5	-2.001908827
RGSL1	-2.813054331
PLXNA4	-1.352327506
MUC3A	-1.707515462
LYZ	2.272660262
MYOCD	-1.637746225
MYOZ3	2.651532829
LOC644838	-2.817472981
HMOX1	-1.221078526
DES	2.156674574
STMN1	1.150297553
LOC101927641	-2.964308615
DLG2	-1.693574868
CUL7	-0.629571282
NOX1	3.330339062
STAT4	-1.594998631
FERD3L	3.530597027
LRRC4C	-2.234311606
ADAMTS19-AS1	-2.691158257
FLJ38122	3.222933776
CSMD1	-1.90147629
SYT1	-2.083632113
FBN2	-1.892649872
CEP170P1	-2.408406147
IGFN1	2.289491917
RYR3	-1.647215263
CACNA1E	-1.731560401
ADIPOQ	3.897716076
ACSM1	-2.319386643
SLC4A8	-1.281064943
CCDC69	1.291348533
MUC13	-2.400131395
AGAP1	-0.588237356
TSIX	-2.036987956
SCUBE3	-1.458074618
LINC00824	2.504449814
GABPB1-AS1	1.076695276
ATP13A4	-1.652145937
MICAL3	-0.733446379
DCAF13P3	-1.920582133
DNAH11	-1.639659672
MED12L	-1.919209501
MCCD1	-2.313339934
SORCS3	-1.556897764
CHRM2	-3.210813262
BANK1	-1.588365074
TPTE2	-3.20003027
DUSP26	2.030934465
BTNL9	1.697086818
MUC16	-2.522996128
CCDC68	-1.778566534
SLC2A4	2.155470399
CRYBA1	3.337856838
ANKRD26P3	-2.590297373
LOC100505918	-2.447059902
LCN2	2.018740558
MAFA	2.469991813
KIAA1549	-1.32233926
DNHD1	-1.183371866
CACNG1	3.687124462
NLRC5	-1.015620136
COL1A1	0.968568132
