,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MLEC,870.5617107,-0.795916782,0.311287766,-2.556852114,0.010562411,0.156831951
C16orf72,938.2054637,2.206202956,0.395348233,5.580404234,2.40E-08,4.12E-06
FAT1,3035.599612,-0.985965883,0.382188645,-2.57978853,0.009886083,0.151576378
CDC40,150.5723859,-0.629580072,0.619185581,-1.016787359,0.309254597,0.743812278
ZC3H13,5822.904816,0.820773818,0.362023656,2.267182832,0.023379059,0.243250611
HNRNPR,736.4988882,-0.401578842,0.508858173,-0.789176363,0.430008935,0.825891504
PDHA1,646.361145,-1.007513742,0.449512815,-2.241345984,0.025003673,0.250773248
LMTK3,556.8246229,2.129115303,0.584241697,3.644237158,0.000268186,0.012817199
SART1,944.7487054,0.723278569,0.267767293,2.701146066,0.006910098,0.12260613
G6PC3,84.26647351,-1.142505004,0.757383333,-1.508489762,0.131429225,0.55116794
ZFYVE9,322.5731506,-1.031051278,0.472435703,-2.182416087,0.029078838,0.272802326
CA12,1267.41138,-1.8111403,0.541390532,-3.345349049,0.000821791,0.028622089
ATP1B1,2720.696148,-1.538069392,0.643354097,-2.390704276,0.016816092,0.202551793
FTX,157.5017418,-0.306165922,0.805651506,-0.380022776,0.703928508,0.933207663
CTDSPL,222.5271577,-0.943302779,0.422979273,-2.230139484,0.025738184,0.255544325
CRYZ,330.5991327,-1.188507763,0.64107512,-1.853929012,0.063749317,0.404667793
OXR1,612.473581,-0.520468138,0.363330041,-1.432494096,0.152002467,0.581733471
HDHD1,50.76428042,-1.122463188,0.837977523,-1.339490806,0.180410946,0.62032505
SUCLG2-AS1,278.4147831,2.552744417,0.569041717,4.486040904,7.26E-06,0.000645447
DDX10,348.2583107,-0.735927428,0.412027067,-1.786114282,0.074080756,0.434895364
RBL2,469.161755,-0.556805758,0.539707508,-1.031680587,0.302221775,0.738807382
TMEM123,309.9044144,-0.682304168,0.69227226,-0.985600907,0.324328993,0.755711404
AFF4,1051.543656,-0.754961901,0.446313948,-1.691548972,0.090732003,0.474265641
VEZT,288.9022503,-0.30588915,0.473829803,-0.64556756,0.518559452,0.866991546
SNX19,524.9623666,-0.468869822,0.314364213,-1.491485995,0.135833945,0.560067463
POLR2A,1621.412747,-0.692427502,0.230874617,-2.999149541,0.002707344,0.063952903
SS18,349.3552509,-0.743009856,0.445601095,-1.667432742,0.095428388,0.485951471
ADAR,1161.758853,-0.600007944,0.3172772,-1.891115854,0.058608881,0.392298377
C11orf95,710.0056019,1.551145568,0.43425014,3.572009369,0.000354253,0.015867602
SNORA73A,4183.357917,1.023001181,0.569235678,1.797148739,0.07231201,0.4298711
ZNF598,486.2993438,1.157555187,0.322603346,3.588168575,0.000333009,0.01532928
ATP5B,812.4737988,-1.219937917,0.579467841,-2.105272856,0.035267564,0.300748054
DERL1,152.3815412,-0.583359963,0.604481058,-0.965059129,0.334515197,0.762513047
PLCL1,650.0723464,-1.299707125,0.382646218,-3.3966287,0.000682215,0.025088222
TOP1,1003.385073,-0.828940315,0.265836168,-3.118237533,0.001819361,0.049150127
TMEM256,13.10602217,-1.780665875,1.176735676,-1.513225027,0.130222509,0.549259742
EIF4G3,1069.148686,-0.344882968,0.255848968,-1.347994369,0.177660194,0.617899526
EHMT2,1300.821083,2.929503548,1.269184513,2.308177825,0.020989248,0.229383326
TPR,1765.23131,-0.553224819,0.374545034,-1.477058214,0.139660033,0.565362448
IPO8,446.591288,-0.699127585,0.408153174,-1.712904934,0.08673003,0.463482145
MPHOSPH10,202.4075801,-0.707535514,0.704497237,-1.004312688,0.31522792,0.748392096
CLOCK,304.5266478,-0.615413563,0.506619162,-1.214745925,0.224463011,0.667675129
SNX6,187.0845776,-0.568552751,0.529559254,-1.073633868,0.282986812,0.724421202
MIR4449,2739.062835,8.355896399,0.763260007,10.94764081,6.82E-28,1.35E-23
RAB28,57.24127303,-0.748279585,0.914292608,-0.818424625,0.413114765,0.816463698
NARS,752.8579062,-0.594430302,0.385514031,-1.541916129,0.123093976,0.535903844
APLP2,3989.518203,-1.071379303,0.422376966,-2.536547656,0.01119515,0.162168017
WDR48,258.5725322,-0.580987779,0.556151996,-1.044656466,0.296181772,0.733911252
SUGCT,33.31363017,-1.906930233,0.960717457,-1.984902239,0.047155349,0.351730617
KIF13B,1076.165817,-0.764783333,0.293979228,-2.601487654,0.009282041,0.145809058
LRRC16A,422.8934734,-1.403442638,0.526023952,-2.668020404,0.007629962,0.130402317
ORC3,87.51738331,-0.485360674,0.710209373,-0.683405053,0.494350928,0.856754417
KDM5A,985.0672162,-0.498192708,0.263215947,-1.892714759,0.058395813,0.391815323
C1D,29.95645536,-0.914181285,1.020739883,-0.895606511,0.370462957,0.7881955
GPATCH2,219.2644778,-0.854909838,0.602881446,-1.418039722,0.156179168,0.587058175
SLC4A7,387.5602139,-0.979547247,0.376415404,-2.602303825,0.009259978,0.145809058
LRP10,591.2827712,-0.505580581,0.433624193,-1.165941818,0.24363797,0.687141192
HSPA9,1182.943222,-1.006280636,0.432983711,-2.324061184,0.020122215,0.223998592
NUDCD3,477.4550042,-0.406404683,0.310953691,-1.306962083,0.191225589,0.632549906
ATP1A1,6950.118602,-1.80951035,0.510478962,-3.544730507,0.000393015,0.017060099
DENND4C,478.34809,-0.447428519,0.410146577,-1.09089907,0.275317296,0.717940839
GNL3L,1435.516084,1.850084687,0.440981548,4.195378917,2.72E-05,0.001963382
TMED7,120.4288607,-1.227770731,1.119037628,-1.097166619,0.272568562,0.715116775
SCARNA4,1115.484837,5.226684075,0.749103791,6.977249527,3.01E-12,1.21E-09
ITGB1,1896.89096,-0.445137396,0.498339011,-0.893242122,0.371727525,0.788740485
STAG3L4,84.40358105,-1.009564455,0.895821133,-1.12697102,0.259754734,0.702593684
CCDC50,844.071807,-0.981058913,0.395775166,-2.47882888,0.013181453,0.177684184
MRPL3,166.7855929,-0.596835409,0.802411925,-0.743801769,0.45699641,0.841783892
NBAS,616.1008502,-1.119564744,0.331563197,-3.376625496,0.000733809,0.026347741
P4HA1,185.4665021,-0.739247679,0.794622556,-0.930312981,0.352209059,0.77705558
MIR30C2,9.967752564,-0.559228591,1.189788193,-0.470023652,0.63833812,0.910858585
UBR4,2979.421226,-1.207721143,0.240778202,-5.015907302,5.28E-07,6.47E-05
ATXN10,222.9036101,-0.391439828,0.623216417,-0.628096143,0.529940959,0.872442538
SNORA12,1236.845801,2.738578325,0.518763022,5.279054617,1.30E-07,1.84E-05
INADL,1792.523004,-1.026572647,0.341092089,-3.009664196,0.002615367,0.062528162
EP300,1189.859385,-0.378557632,0.281625568,-1.34418773,0.178887688,0.618904791
DPH6,62.58127695,-0.777158835,1.025411488,-0.757899482,0.44851116,0.83716431
FAM35A,193.9144223,-1.087204332,0.651889929,-1.667772862,0.095360825,0.485857991
RASGEF1C,158.6620945,3.388499382,0.723059226,4.686337243,2.78E-06,0.000280238
STAT3,1391.566408,-0.59924581,0.286302667,-2.093050044,0.036344688,0.305289191
DAB2,895.3970574,-1.120584214,0.41206698,-2.719422493,0.006539602,0.118698583
KCNJ16,1406.942613,-0.770081472,0.590487664,-1.304144895,0.192184184,0.633672276
PCNX,811.6766198,-0.541659737,0.25226919,-2.147149787,0.031781359,0.285254932
UTRN,3706.433874,-0.563187309,0.330431702,-1.704398532,0.088306658,0.468030027
NOC2L,814.7730931,1.226351664,0.311671313,3.934759515,8.33E-05,0.005155531
VPS13B,801.4978283,-0.69256184,0.332260108,-2.084396602,0.037124107,0.308684993
ITFG1,246.88345,-0.583599785,0.740955002,-0.787631886,0.430912058,0.826848378
APP,6820.669827,-0.860354631,0.465108951,-1.849791603,0.064343592,0.406350255
GPATCH2L,527.2395478,-0.670245943,0.317674101,-2.109853908,0.034870941,0.298625911
PHF14,1487.491192,1.234181673,0.31179143,3.958356622,7.55E-05,0.004716224
ATP11C,188.2386186,-0.817398627,0.640183244,-1.276819778,0.201665881,0.644834492
PIGT,200.846105,-0.76259792,0.559003958,-1.364208445,0.172501971,0.612069735
IQGAP1,1732.43961,-0.618538687,0.351348803,-1.760469031,0.078328314,0.446827705
MRPS22,191.7207812,-0.92498208,0.65643467,-1.409099978,0.158805607,0.590971652
SERINC3,269.2774868,-0.466576686,0.606593859,-0.769174761,0.441789571,0.832948352
ARGLU1,5643.078717,1.099082087,0.385791527,2.848901572,0.004387045,0.091003535
UQCRC2,293.7061046,-1.000278945,0.588891179,-1.698580284,0.089398294,0.470657827
GOT1,234.8494901,-1.226657055,0.663862316,-1.847758224,0.064637327,0.406918165
SEC61B,55.85755904,-1.022191924,0.771584617,-1.324795624,0.185238947,0.626618351
THRAP3,1174.53514,-0.39509206,0.27611226,-1.430910963,0.152455735,0.582811813
MGA,938.5617491,-0.401441069,0.250530914,-1.602361414,0.109075712,0.509662856
NSD1,1045.680808,-0.449085781,0.258580451,-1.736735238,0.082433915,0.455358028
GABARAPL2,143.2245553,-0.546355557,0.650742606,-0.839587805,0.401139539,0.809080137
LRRFIP2,538.0808485,-0.536777713,0.336802217,-1.593747566,0.110992586,0.513682115
POLH,550.6586912,1.503186225,0.481851974,3.119601674,0.001810957,0.049148475
RALGAPB,513.3848661,-0.511537797,0.424930681,-1.203814694,0.228661209,0.672064526
PRKAR1A,1752.43272,-0.898092259,0.378305634,-2.37398595,0.01759722,0.207534927
PDHB,264.3202111,-0.282082125,0.568005711,-0.496618467,0.619458128,0.905331265
CETN2,103.1201159,-0.56063388,0.795421441,-0.704826211,0.480918395,0.85193547
AAK1,1151.859119,-0.768039893,0.360601756,-2.129883953,0.033181195,0.290913747
SNHG8,41.55186417,-0.817418062,0.840579332,-0.972446063,0.330828686,0.761268339
TSC22D1,948.356638,-0.587565645,0.317562013,-1.850239077,0.064279099,0.406256382
KAT6B,3362.896241,0.856091351,0.459865886,1.86161091,0.062657954,0.402118262
TAF7,324.6998377,-0.141919523,0.486993144,-0.29141996,0.770730151,0.950055372
GALNT1,141.4501161,-0.251381968,0.70858413,-0.354766579,0.722764468,0.938828327
IL6ST,1527.269496,-0.961541199,0.464017625,-2.072208356,0.038246015,0.313525236
ZDHHC21,886.0898203,1.723039167,0.40248128,4.281041762,1.86E-05,0.00142939
UBE2H,790.7886498,-0.293873012,0.38102933,-0.771260867,0.440552323,0.832735367
CAT,486.3139823,-1.0675312,0.719226316,-1.484277168,0.137735405,0.561851683
CREB3L2,710.4404592,-0.742210141,0.313537347,-2.367214457,0.017922544,0.210174822
EEA1,624.6642351,-0.26337585,0.327897329,-0.803226579,0.421843786,0.82083191
LTN1,261.3668697,-0.493237449,0.612606797,-0.805145244,0.42073587,0.820125551
HACD3,280.6251832,-1.186211933,0.552754458,-2.146001568,0.031872854,0.285583082
CASD1,141.3636146,-0.444830005,0.677815094,-0.656270432,0.511650139,0.865041608
PHF11,220.7658375,-0.433025286,0.602742575,-0.71842492,0.472495326,0.849002152
TADA2B,917.6184154,1.656498771,0.402107424,4.119542865,3.80E-05,0.002612136
TIMMDC1,167.2057822,-0.475642706,0.756045593,-0.629119078,0.529271102,0.872064211
YY1AP1,1159.353258,1.048665626,0.328729287,3.190058409,0.00142244,0.042177708
ZBTB41,168.1771574,-0.689091532,0.709722702,-0.97093066,0.331582809,0.761406006
DTD1,112.7464929,-0.485757342,0.790165759,-0.614753723,0.538717375,0.876740293
ADD3,503.7341959,-0.597975207,0.408972799,-1.462139311,0.143703038,0.571359943
TSHZ2,1672.6202,1.537267357,0.56992988,2.697292088,0.006990592,0.123426198
ZNF254,216.2668696,-0.379719244,0.658168914,-0.576932814,0.563984843,0.886909572
BTBD3,195.8414153,-0.970404006,0.588493658,-1.648962555,0.099155306,0.492038462
DOPEY1,509.227318,-0.707501948,0.533396954,-1.326407928,0.184704614,0.626360116
GPC4,384.8573272,-0.216011298,0.662112857,-0.326245436,0.744238667,0.944419156
ASAP2,696.4586648,-0.500934868,0.262444461,-1.908727147,0.056297299,0.385492048
WARS,315.8675138,-0.527934496,0.512421415,-1.030274067,0.302881369,0.739345028
NRP1,1882.82025,-0.476644636,0.3300859,-1.444001807,0.148738467,0.576994539
WDSUB1,43.16880218,-0.544952893,0.799545225,-0.681578572,0.495505468,0.856983209
CUL5,317.9430955,-0.397498015,0.572614102,-0.694181324,0.487568503,0.85445759
ZDHHC6,154.0254378,-0.976101292,0.734219136,-1.329441367,0.183702398,0.625151637
MED6,73.87930543,-0.023622233,0.771715648,-0.030610022,0.975580549,0.994849946
CASZ1,1072.084253,0.947949826,0.33457761,2.833273346,0.004607397,0.094091907
C5orf42,698.4412901,-0.403129494,0.421099437,-0.957326128,0.338402672,0.766549204
CLASP2,456.5802505,-0.670507253,0.435888132,-1.538255355,0.123986191,0.537536619
41337a,117.876833,-0.455353755,0.611094921,-0.745144067,0.456184632,0.84126402
ITM2B,2417.100294,-1.282488274,0.546608546,-2.346264585,0.018962641,0.217464712
DDAH1,590.1349589,-1.06932534,0.581134147,-1.840066268,0.065758509,0.409852545
GANAB,641.6279697,-0.548012321,0.360620748,-1.51963614,0.12860245,0.545931955
PLCB3,504.6983891,1.001376341,0.293319589,3.413942945,0.0006403,0.024089635
ITGB8,698.5949033,-1.03049227,0.532882236,-1.933808637,0.05313666,0.374765275
YWHAB,689.8097233,-0.631394466,0.470730852,-1.341306745,0.179820881,0.619452358
TNRC6C,1233.325963,1.354796983,0.418653652,3.236080655,0.001211831,0.037386829
COPB1,377.0202951,-0.899110134,0.524735388,-1.713454351,0.086628985,0.463256625
TRIM23,76.41950052,-0.728852763,0.665136822,-1.095793735,0.273169051,0.715456554
CLASRP,985.6139416,0.867516326,0.377988851,2.295084427,0.021728286,0.23434746
COA5,150.6195568,-0.350435752,0.766376617,-0.457263106,0.647481944,0.914037704
TOM1L1,217.5529568,-1.152959375,0.54135091,-2.129781911,0.033189623,0.290913747
