ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0048247	lymphocyte chemotaxis	8/2112	65/18903	0.442559212624518	0.857200928557924	0.790468025193203	WNK1/NEDD9/ADAM8/TNFSF14/CCL19/OXSR1/CCL5/SLC8B1	8
BP	GO:0050435	amyloid-beta metabolic process	8/2112	65/18903	0.442559212624518	0.857200928557924	0.790468025193203	NTRK2/HAP1/CSNK1E/RTN4/CHRNA7/MME/MIR455/APOE	8
BP	GO:0006475	internal protein amino acid acetylation	22/2112	188/18903	0.442615427742205	0.857200928557924	0.790468025193203	PPARGC1A/NOC2L/TADA2B/MAP3K7/MYBBP1A/MBD3/DEK/BMI1/KMT2A/ACTB/KAT6A/SET/TRRAP/SUPT3H/PWWP2B/NCOA1/NFYA/CRTC2/TAF1/PER1/NAA40/MYOCD	22
BP	GO:0061138	morphogenesis of a branching epithelium	22/2112	188/18903	0.442615427742205	0.857200928557924	0.790468025193203	PKHD1/NPNT/EGF/NFATC4/CTSH/NRARP/HOXD13/DDR1/FOXD1/TBX20/SHH/WNT6/ENG/NOG/FGF1/CELSR1/TMEM59L/KDR/SFRP2/CAV3/TIMELESS/CSMD1	22
BP	GO:0010508	positive regulation of autophagy	17/2112	144/18903	0.443267770663055	0.858187021109288	0.791377350656774	RAB3GAP2/VPS13D/MAP3K7/STK11/TRIM65/SLC25A5/SNX30/ATF6/RNF152/PIP4K2A/TPCN1/PIM2/KDR/CERS1/TRIML2/PLEKHF1/HMOX1	17
BP	GO:0018394	peptidyl-lysine acetylation	23/2112	197/18903	0.444418952019417	0.858683566656006	0.791835240242117	PPARGC1A/NOC2L/TADA2B/MAP3K7/MYBBP1A/MBD3/DEK/BMI1/KMT2A/ACTB/KAT6A/SET/TRRAP/SUPT3H/KLF15/PWWP2B/NCOA1/NFYA/CRTC2/TAF1/PER1/NAA40/MYOCD	23
BP	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5/2112	39/18903	0.444670302118826	0.858683566656006	0.791835240242117	KRI1/WDR43/ERCC2/RPS19/BMS1	5
BP	GO:0008210	estrogen metabolic process	5/2112	39/18903	0.444670302118826	0.858683566656006	0.791835240242117	TIPARP/HSD17B1/CYP2C8/CYP3A5/CYP19A1	5
BP	GO:0021532	neural tube patterning	5/2112	39/18903	0.444670302118826	0.858683566656006	0.791835240242117	SSBP3/BMI1/SHH/WNT3A/GSC	5
BP	GO:0033028	myeloid cell apoptotic process	5/2112	39/18903	0.444670302118826	0.858683566656006	0.791835240242117	IRF3/IRF7/ARF6/CLEC5A/ADIPOQ	5
BP	GO:0042755	eating behavior	5/2112	39/18903	0.444670302118826	0.858683566656006	0.791835240242117	STAT3/ADORA2A/TH/OPRD1/OPRL1	5
BP	GO:0044060	regulation of endocrine process	5/2112	39/18903	0.444670302118826	0.858683566656006	0.791835240242117	DAB2/GAL/TACR2/FOXL2/CYP19A1	5
BP	GO:0045066	regulatory T cell differentiation	5/2112	39/18903	0.444670302118826	0.858683566656006	0.791835240242117	SOX12/FUT7/HLA-G/LAG3/SOCS1	5
BP	GO:0007585	respiratory gaseous exchange by respiratory system	9/2112	74/18903	0.44695104199459	0.862254440204562	0.795128122071924	ADH5/ZFAND5/AP3B1/ECEL1/JAG2/BPGM/NTSR1/TNNC1/TCF15	9
BP	GO:0070988	demethylation	9/2112	74/18903	0.44695104199459	0.862254440204562	0.795128122071924	KDM3B/APOBEC3F/KDM4D/KDM4C/APOBEC3D/A1CF/TET2/CYP2C8/CYP3A5	9
BP	GO:2000628	regulation of miRNA metabolic process	9/2112	74/18903	0.44695104199459	0.862254440204562	0.795128122071924	STAT3/SMAD6/PPARA/NFATC4/NFKB1/TGFB1/EGR1/KCNQ1OT1/MYOCD	9
BP	GO:0032496	response to lipopolysaccharide	39/2112	339/18903	0.448273294705323	0.86328778934955	0.79608102521372	ADH5/PABPN1/CACTIN/AKAP8/TRIM41/FER/HMGB2/SMAD6/UMOD/CASP9/GIT1/PTGIR/ZFP36/SERPINE1/LILRA2/VCAM1/NFKB1/CXCL2/TGFB1/ALAD/IRF3/LILRB1/GFI1/CEBPE/HMGCS2/SLC7A5/TH/NR4A1/PLCG2/TNFRSF1B/ASS1/EDNRB/CCL5/PPBP/PCK2/CD274/NLRP7/PF4/PRKCE	39
BP	GO:0007088	regulation of mitotic nuclear division	14/2112	118/18903	0.448300771458788	0.86328778934955	0.79608102521372	INCENP/TOM1L1/IGF2/EGF/SPHK1/PDGFRB/CDCA8/PKMYT1/SPC24/NEK2/DUSP1/AURKB/CDK5RAP2/CUL7	14
BP	GO:0051261	protein depolymerization	14/2112	118/18903	0.448300771458788	0.86328778934955	0.79608102521372	WDR1/SPTBN1/SPTAN1/SH3GL1/EPS8/SEMA5A/KATNB1/PPP1R9B/KIF18B/TMOD4/LMOD2/SPTA1/STMN1/MICAL3	14
BP	GO:0052548	regulation of endopeptidase activity	49/2112	428/18903	0.45044465582467	0.86328778934955	0.79608102521372	APLP2/STAT3/THBS1/CYFIP2/PEBP1/PROS1/COL7A1/TIMP3/CARD9/CASP9/ANP32B/MTCH1/P2RX1/KNG1/SLC22A2/CTSH/BAX/SERPINA12/A2M/SERPINE1/WFIKKN1/CDKN2D/AQP1/BBC3/SERPINA5/BIRC7/ADORA2A/SERPINA1/WNT3A/ARRB2/COL4A3/PCSK1N/PRR7/TNFSF14/FOXL2/NR4A1/EPHA7/DPEP1/FYN/VTN/FABP1/LAPTM5/SFRP2/LGMN/NLRP7/SERPINF1/C5/COL6A3/EIF2AK3	49
BP	GO:0042310	vasoconstriction	10/2112	83/18903	0.45066047905471	0.86328778934955	0.79608102521372	ZDHHC21/SLC8A1/P2RX1/ADRA2C/DOCK4/COMP/ADRA2A/EDNRB/EDN2/SMTNL1	10
BP	GO:0140029	exocytic process	10/2112	83/18903	0.45066047905471	0.86328778934955	0.79608102521372	RAB13/SYTL2/STX4/P2RX1/PLA2G3/STX2/PRRT2/UNC13B/CFTR/SYT1	10
BP	GO:0006953	acute-phase response	6/2112	48/18903	0.451161125161755	0.86328778934955	0.79608102521372	PTGER3/A2M/SERPINA1/ASS1/EDNRB/CD163	6
BP	GO:0031641	regulation of myelination	6/2112	48/18903	0.451161125161755	0.86328778934955	0.79608102521372	PARD3/TYMP/NCMAP/LGI4/TNFRSF1B/EIF2AK3	6
BP	GO:0035305	negative regulation of dephosphorylation	6/2112	48/18903	0.451161125161755	0.86328778934955	0.79608102521372	BOD1L1/PPP1R35/PPP1R9B/BOD1L2/GNAI2/MGAT5	6
BP	GO:0045841	negative regulation of mitotic metaphase/anaphase transition	6/2112	48/18903	0.451161125161755	0.86328778934955	0.79608102521372	INCENP/CDCA8/SPC24/DUSP1/AURKB/CDK5RAP2	6
BP	GO:1901976	regulation of cell cycle checkpoint	6/2112	48/18903	0.451161125161755	0.86328778934955	0.79608102521372	INCENP/TELO2/CDCA8/DUSP1/AURKB/CDK5RAP2	6
BP	GO:1903432	regulation of TORC1 signaling	6/2112	48/18903	0.451161125161755	0.86328778934955	0.79608102521372	STK11/TELO2/RNF152/DGKQ/SIK3/SZT2	6
BP	GO:0001919	regulation of receptor recycling	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	PCSK9/LDLR/ACHE	3
BP	GO:0006740	NADPH regeneration	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	H6PD/PRPS2/ALDH1L1	3
BP	GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	SERPINA5/IZUMO1/SPACA3	3
BP	GO:0009713	catechol-containing compound biosynthetic process	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	KL/TH/PAH	3
BP	GO:0010766	negative regulation of sodium ion transport	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	WNK1/PCSK9/PRKCE	3
BP	GO:0019400	alditol metabolic process	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	GK5/PCK1/PCK2	3
BP	GO:0031440	regulation of mRNA 3'-end processing	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	AHCYL1/CDK9/ZC3H3	3
BP	GO:0032069	regulation of nuclease activity	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	HMGB2/TMBIM6/TERF2	3
BP	GO:0032303	regulation of icosanoid secretion	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	PLA2G3/PLA2R1/NTSR1	3
BP	GO:0032780	negative regulation of ATP-dependent activity	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	TNNT2/THADA/TNNI3	3
BP	GO:0032928	regulation of superoxide anion generation	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	CD177/TGFB1/GNAI2	3
BP	GO:0033630	positive regulation of cell adhesion mediated by integrin	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	PODXL/CCL5/SFRP2	3
BP	GO:0036344	platelet morphogenesis	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	WDR1/MYH9/CASP9	3
BP	GO:0042423	catecholamine biosynthetic process	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	KL/TH/PAH	3
BP	GO:0044062	regulation of excretion	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	ADORA2A/EDNRB/GNAI2	3
BP	GO:0046514	ceramide catabolic process	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	GBA2/NEU4/GALC	3
BP	GO:0051000	positive regulation of nitric-oxide synthase activity	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	NPR3/APOE/TERF2	3
BP	GO:0061042	vascular wound healing	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	SERPINE1/KDR/NDNF	3
BP	GO:0072111	cell proliferation involved in kidney development	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	PDGFRB/SHH/EGR1	3
BP	GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	MIR27A/MIR126/HMOX1	3
BP	GO:2000831	regulation of steroid hormone secretion	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	DAB2/GAL/CYP19A1	3
BP	GO:2001044	regulation of integrin-mediated signaling pathway	3/2112	22/18903	0.452383541265755	0.86328778934955	0.79608102521372	CTNNA1/LAMA2/CD177	3
BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	22/2112	189/18903	0.452945595792864	0.864085264539282	0.796816417135692	WLS/AKAP13/MAP3K7/PRKCB/CARD9/TMEM101/TRADD/TMEM106A/IRF3/TRAF2/PIM2/CD40/CCL19/ZDHHC13/CLEC4D/FYN/TRIML2/TIFA/ALPK1/PRKCE/HMOX1/ADIPOQ	22
BP	GO:0051783	regulation of nuclear division	17/2112	145/18903	0.455066794286769	0.867855668137097	0.800293295644398	INCENP/TOM1L1/IGF2/CALR/EGF/SPHK1/PDGFRB/CDCA8/PKMYT1/SPC24/NEK2/MSX1/DUSP1/AURKB/WEE2/CDK5RAP2/CUL7	17
BP	GO:0007080	mitotic metaphase plate congression	7/2112	57/18903	0.45613285395978	0.869059226520953	0.80140315727333	INCENP/HNRNPU/CDCA8/EML3/CDCA5/CHMP4A/AURKB	7
BP	GO:0008347	glial cell migration	7/2112	57/18903	0.45613285395978	0.869059226520953	0.80140315727333	SYNE2/PTPRB/CERS2/RTN4/FOXG1/CDK5R2/SRGAP2	7
BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	7/2112	57/18903	0.45613285395978	0.869059226520953	0.80140315727333	BOD1L1/CDK9/EXD2/DNA2/MCM9/DONSON/TIMELESS	7
BP	GO:0032204	regulation of telomere maintenance	12/2112	101/18903	0.4566496896149	0.869767473642106	0.802056267512196	HNRNPD/GNL3L/PNKP/HNRNPU/ACD/YLPM1/PIF1/MAPK15/NEK2/ERCC4/TERF2/AURKB	12
BP	GO:0098754	detoxification	18/2112	154/18903	0.456956346984508	0.870075077453984	0.802339924435114	ADH5/ALDH1A1/ABCB1/PDZK1/LTC4S/GPX8/EPX/GSTA1/SLC47A1/AKR1A1/APOE/SLC22A5/GPX3/ALB/CYGB/FABP1/ADH4/IPCEF1	18
BP	GO:0035966	response to topologically incorrect protein	19/2112	163/18903	0.458704709237771	0.871197463864573	0.803374933311008	AMFR/HSPA9/CREB3L2/THBS1/MBTPS1/STUB1/CREBZF/UMOD/TMBIM6/DDRGK1/ABCB10/ATF6/BAX/TM7SF3/COMP/DERL3/HSPA6/HSPB7/EIF2AK3	19
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	19/2112	163/18903	0.458704709237771	0.871197463864573	0.803374933311008	DYNC1H1/INCENP/PKHD1/CLTC/HNRNPU/TACC3/CCDC61/CDCA8/MYBL2/EML3/NUMA1/SAPCD2/BCCIP/CHMP4A/EFHC1/NEK2/AURKB/CDK5RAP2/STMN1	19
BP	GO:0048872	homeostasis of number of cells	34/2112	296/18903	0.459036019963673	0.871197463864573	0.803374933311008	HIPK2/HSPA9/STAT3/AP3B1/SLC25A5/HMGB2/CARD9/FLVCR1/ADGRF5/ABCB10/LAT/TGFBR3/KMT2A/MERTK/CDH2/JAK3/EPAS1/BAX/ZFP36/ERCC2/BPGM/SASH3/CORO1A/PKN1/TNFSF14/KLF1/NKX2-3/RPS19/ADA/TSC22D3/ALAS2/MB/SPTA1/HMOX1	34
BP	GO:0030837	negative regulation of actin filament polymerization	8/2112	66/18903	0.460116682727238	0.871197463864573	0.803374933311008	SPTBN1/SPTAN1/KANK1/EPS8/FHOD3/TMOD4/LMOD2/SPTA1	8
BP	GO:0048488	synaptic vesicle endocytosis	8/2112	66/18903	0.460116682727238	0.871197463864573	0.803374933311008	SH3GL1/ACTB/DGKQ/DNM3/ARF6/ITSN2/SYT1/SLC2A4	8
BP	GO:0060675	ureteric bud morphogenesis	8/2112	66/18903	0.460116682727238	0.871197463864573	0.803374933311008	NPNT/KIF26B/FOXD1/SHH/WNT6/NOG/FGF1/TMEM59L	8
BP	GO:0140238	presynaptic endocytosis	8/2112	66/18903	0.460116682727238	0.871197463864573	0.803374933311008	SH3GL1/ACTB/DGKQ/DNM3/ARF6/ITSN2/SYT1/SLC2A4	8
BP	GO:0000002	mitochondrial genome maintenance	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	PPARGC1A/TYMP/PIF1/DNA2	4
BP	GO:0002507	tolerance induction	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	CBLB/PDCD1/HLA-G/CD274	4
BP	GO:0003299	muscle hypertrophy in response to stress	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	ERRFI1/KLF15/MYH7/TCAP	4
BP	GO:0006783	heme biosynthetic process	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	FLVCR1/ABCB10/ALAD/ALAS2	4
BP	GO:0010039	response to iron ion	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	ACO1/ALAD/ABAT/HMOX1	4
BP	GO:0014887	cardiac muscle adaptation	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	ERRFI1/KLF15/MYH7/TCAP	4
BP	GO:0014898	cardiac muscle hypertrophy in response to stress	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	ERRFI1/KLF15/MYH7/TCAP	4
BP	GO:0015721	bile acid and bile salt transport	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	ABCC4/FGF19/SLC10A4/ABCC2	4
BP	GO:0019433	triglyceride catabolic process	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	APOA5/PNPLA2/GPIHBP1/LIPE	4
BP	GO:0031365	N-terminal protein amino acid modification	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	METAP2/NAA30/NAA40/HHATL	4
BP	GO:0033137	negative regulation of peptidyl-serine phosphorylation	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	PDE4D/SMAD7/BAX/GADD45A	4
BP	GO:0040018	positive regulation of multicellular organism growth	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	IGF2/EZR/GHRHR/CHD7	4
BP	GO:0055022	negative regulation of cardiac muscle tissue growth	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	PPARA/NOG/TP73/CAV3	4
BP	GO:0061117	negative regulation of heart growth	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	PPARA/NOG/TP73/CAV3	4
BP	GO:0061437	renal system vasculature development	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	TEK/PDGFRB/AQP1/EGR1	4
BP	GO:0061440	kidney vasculature development	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	TEK/PDGFRB/AQP1/EGR1	4
BP	GO:0086011	membrane repolarization during action potential	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	ATP1B1/ATP1A1/KCNE1/KCNH2	4
BP	GO:0098868	bone growth	4/2112	31/18903	0.461452524766589	0.871197463864573	0.803374933311008	EVC/COMP/MATN1/CER1	4
BP	GO:0098727	maintenance of cell number	21/2112	181/18903	0.46184733182666	0.871197463864573	0.803374933311008	CNOT1/SMARCE1/BRD9/SMARCA2/ZC3H13/STAT3/SKI/JAG1/MED17/CDH2/ACTB/WDR43/TEAD4/NOG/ASCL2/ZNF706/KDM4C/MIR145/RBPJ/NANOG/TCF15	21
BP	GO:0045927	positive regulation of growth	30/2112	261/18903	0.463392528479125	0.871197463864573	0.803374933311008	MACF1/GOLGA4/ERBB4/IGF2/BASP1/EGFR/TGFBR3/SPHK1/SMAD7/SEMA7A/EZR/SEMA5A/DBN1/ISLR2/TBX20/SASH3/YBX3/WNT3A/POU4F2/GHRHR/ITSN2/DDX49/ARX/RBPJ/MAP3K13/SFRP2/ACTN3/RIMS2/CHD7/SYT1	30
BP	GO:0005977	glycogen metabolic process	9/2112	75/18903	0.46341458972754	0.871197463864573	0.803374933311008	IL6ST/IGF2/IRS1/PFKM/GYG1/KHK/PHKG1/DYRK2/PYGM	9
BP	GO:0016239	positive regulation of macroautophagy	9/2112	75/18903	0.46341458972754	0.871197463864573	0.803374933311008	RAB3GAP2/VPS13D/MAP3K7/SLC25A5/SNX30/PIP4K2A/KDR/CERS1/HMOX1	9
BP	GO:0045661	regulation of myoblast differentiation	9/2112	75/18903	0.46341458972754	0.871197463864573	0.803374933311008	SMARCE1/SMARCA2/SMARCC2/ACTB/TGFB1/TNFSF14/SMARCD3/SMYD1/MYOCD	9
BP	GO:0072078	nephron tubule morphogenesis	9/2112	75/18903	0.46341458972754	0.871197463864573	0.803374933311008	NPNT/KIF26B/FOXD1/SHH/IRX3/WNT6/NOG/FGF1/TMEM59L	9
BP	GO:0001935	endothelial cell proliferation	23/2112	199/18903	0.464606024136966	0.871197463864573	0.803374933311008	TEK/STAT3/THBS1/IGF2/PGF/HMGB2/EGFL7/EGR3/EGF/SEMA5A/ZNF580/NRARP/POLD4/COL4A3/MIR27A/NR4A1/VASH2/APOE/KDR/VSTM4/VIP/MIR126/HMOX1	23
BP	GO:0061041	regulation of wound healing	16/2112	137/18903	0.465173772151583	0.871197463864573	0.803374933311008	THBS1/PROS1/KANK1/F11/KNG1/SERPINE1/F7/PLG/APOE/ADRA2A/PRKG1/INSL3/ABAT/EMILIN1/VTN/PRKCE	16
BP	GO:0006513	protein monoubiquitination	10/2112	84/18903	0.466212713224203	0.871197463864573	0.803374933311008	HUWE1/ZNF598/TRIM41/BMI1/TRIM56/FAAP20/DDB1/PCGF6/FANCG/NEURL1	10
BP	GO:0140056	organelle localization by membrane tethering	10/2112	84/18903	0.466212713224203	0.871197463864573	0.803374933311008	AHCYL1/RAB13/SYTL2/STX6/STX4/STX10/STX2/UNC13B/CFTR/SYT1	10
BP	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	5/2112	40/18903	0.467344718416627	0.871197463864573	0.803374933311008	UPF2/NBAS/UPF3B/RBM8A/A1CF	5
BP	GO:0001953	negative regulation of cell-matrix adhesion	5/2112	40/18903	0.467344718416627	0.871197463864573	0.803374933311008	THBS1/JAG1/ARHGAP6/SERPINE1/ADAM15	5
BP	GO:0007212	dopamine receptor signaling pathway	5/2112	40/18903	0.467344718416627	0.871197463864573	0.803374933311008	ADCY6/PALM/ARRB2/GNA15/RGS8	5
BP	GO:0098751	bone cell development	5/2112	40/18903	0.467344718416627	0.871197463864573	0.803374933311008	FLI1/GPR68/PIP4K2A/LILRB1/SIGLEC15	5
BP	GO:0140467	integrated stress response signaling	5/2112	40/18903	0.467344718416627	0.871197463864573	0.803374933311008	CREBZF/CEBPD/CEBPE/CEBPA/EIF2AK3	5
BP	GO:1902692	regulation of neuroblast proliferation	5/2112	40/18903	0.467344718416627	0.871197463864573	0.803374933311008	CTNNA1/DMRTA2/SHH/SMARCD3/FOXG1	5
BP	GO:0035082	axoneme assembly	11/2112	93/18903	0.468632937907767	0.871197463864573	0.803374933311008	CEP131/SPEF2/TEKT2/DNAH7/PLA2G3/NEURL1/DNAH5/CCDC39/SPAG17/CFAP44/CC2D2A	11
BP	GO:0045185	maintenance of protein location	11/2112	93/18903	0.468632937907767	0.871197463864573	0.803374933311008	RANGAP1/VPS13C/TAF3/SYNE1/VPS13D/ANK3/HNRNPU/MDFI/DBN1/CER1/FBN2	11
BP	GO:0006633	fatty acid biosynthetic process	19/2112	164/18903	0.469824715068837	0.871197463864573	0.803374933311008	HACD3/CBR1/ACLY/ABHD2/PDK4/PLA2G3/LTC4S/APOA5/ACSBG1/ACSM2B/ACSM2A/QKI/GIP/LOC344967/ABHD1/EDN2/CYP2C8/FASN/ACSM1	19
BP	GO:0035249	synaptic transmission, glutamatergic	12/2112	102/18903	0.470758911799089	0.871197463864573	0.803374933311008	CLCN3/P2RX1/CDH2/NTRK1/MAPK8IP2/ADORA2A/UNC13B/CACNG4/GRID2/GRIK1/GRM1/SYT1	12
BP	GO:0008089	anterograde axonal transport	6/2112	49/18903	0.471607174684696	0.871197463864573	0.803374933311008	AP3B1/TRAK1/HAP1/TRIM46/TERF2/DLG2	6
BP	GO:0050798	activated T cell proliferation	6/2112	49/18903	0.471607174684696	0.871197463864573	0.803374933311008	PRKAR1A/IGF2/JAK3/IL27RA/FYN/CD274	6
BP	GO:0070509	calcium ion import	6/2112	49/18903	0.471607174684696	0.871197463864573	0.803374933311008	SLC8A1/EGF/PDGFRB/SLC24A2/CAV3/ATP2A1	6
BP	GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process	6/2112	49/18903	0.471607174684696	0.871197463864573	0.803374933311008	SLC25A5/RHOT2/BAX/ZNF205/BBC3/NAIF1	6
BP	GO:1903426	regulation of reactive oxygen species biosynthetic process	6/2112	49/18903	0.471607174684696	0.871197463864573	0.803374933311008	CLCN3/ADGRB1/PPARA/ZNF205/PLCG2/FYN	6
BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	6/2112	49/18903	0.471607174684696	0.871197463864573	0.803374933311008	ERBB4/TGFB1/SOCS1/CCL5/ADIPOR1/MGAT5	6
BP	GO:0031668	cellular response to extracellular stimulus	30/2112	262/18903	0.472203059906089	0.871197463864573	0.803374933311008	EHMT2/MYBBP1A/PPARA/PDK4/SNW1/DSC2/BRSK1/PCSK9/BRSK2/SIPA1/RNF152/VCAM1/TRIM24/NCOA1/PCK1/PPP1R9B/SLC7A5/VPS41/KRT20/SLC34A1/AOC1/ALB/ADORA2B/SFRP2/TTC5/SZT2/EIF2AK3/MYOCD/HMOX1/COL1A1	30
BP	GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	TNNI3/NAV2	2
BP	GO:0002467	germinal center formation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PKN1/ADA	2
BP	GO:0003188	heart valve formation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	GATA4/TBX20	2
BP	GO:0006167	AMP biosynthetic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PRPS2/ADA	2
BP	GO:0006465	signal peptide processing	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	IMMP2L/PCSK5	2
BP	GO:0006563	L-serine metabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	SHMT1/SDS	2
BP	GO:0006999	nuclear pore organization	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	RTN4/NUP98	2
BP	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	CBLB/ERRFI1	2
BP	GO:0007216	G protein-coupled glutamate receptor signaling pathway	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	HOMER3/GRM1	2
BP	GO:0009313	oligosaccharide catabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	NEU4/MGAM	2
BP	GO:0010269	response to selenium ion	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ALAD/GIP	2
BP	GO:0010452	histone H3-K36 methylation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ASH1L/SETBP1	2
BP	GO:0010587	miRNA catabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	SND1/KCNQ1OT1	2
BP	GO:0010896	regulation of triglyceride catabolic process	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	APOA5/PNPLA2	2
BP	GO:0014874	response to stimulus involved in regulation of muscle adaptation	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ACTN3/SGCA	2
BP	GO:0015697	quaternary ammonium group transport	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PDZK1/SLC22A5	2
BP	GO:0015801	aromatic amino acid transport	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	SLC7A5/SLC7A8	2
BP	GO:0015816	glycine transport	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	SLC36A2/SLC7A8	2
BP	GO:0016322	neuron remodeling	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ANKS1A/RND1	2
BP	GO:0018206	peptidyl-methionine modification	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	METAP2/NAA30	2
BP	GO:0030007	cellular potassium ion homeostasis	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	ATP1B1/ATP1A1	2
BP	GO:0031115	negative regulation of microtubule polymerization	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	CLIP3/STMN1	2
BP	GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	CACTIN/LILRA2	2
BP	GO:0031958	corticosteroid receptor signaling pathway	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	CALR/PER1	2
BP	GO:0032486	Rap protein signal transduction	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	RAPGEF2/RAP1A	2
BP	GO:0035542	regulation of SNARE complex assembly	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PRRT2/VPS41	2
BP	GO:0035563	positive regulation of chromatin binding	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	MBD2/KDM4D	2
BP	GO:0035845	photoreceptor cell outer segment organization	2/2112	14/18903	0.474405826168496	0.871197463864573	0.803374933311008	PRPH2/ROM1	2
