ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05208	Chemical carcinogenesis - reactive oxygen species	17/964	223/8586	0.972002690164385	1	0.8582995951417	6389/873/292/1956/1950/2053/196/6300/4790/5795/5337/2938/125965/10327/2939/3162/27035	17
hsa00514	Other types of O-glycan biosynthesis	2/964	47/8586	0.974531055707467	1	0.8582995951417	145173/3955	2
hsa04217	Necroptosis	11/964	159/8586	0.975244606984446	1	0.8582995951417	2746/6774/292/8717/3718/581/192111/7186/29082/5837/6775	11
hsa03008	Ribosome biogenesis in eukaryotes	11/964	164/8586	0.98181060980288	1	0.8582995951417	780854/780853/54552/780851/100169760/7514/2091/6023/23160/23560/9790	11
hsa05022	Pathways of neurodegeneration - multiple diseases	40/964	476/8586	0.984183581045125	1	0.8582995951417	55102/3709/6389/5331/5330/4294/292/5579/842/9001/22926/1454/581/3708/6300/4790/56171/8312/493869/7186/6310/7475/5868/89780/1139/113457/125965/2878/7133/27121/1767/487/2521/2911/2892/6262/9451/27035/6263/8701	40
hsa04114	Oocyte meiosis	8/964	131/8586	0.984352508267518	1	0.8582995951417	3709/119504/3708/112/6300/9088/113/5568	8
hsa01250	Biosynthesis of nucleotide sugars	1/964	37/8586	0.987921452831046	1	0.8582995951417	55586	1
hsa05171	Coronavirus disease - COVID-19	16/964	232/8586	0.990661001147571	1	0.8582995951417	6774/3572/6885/5579/1956/6300/4790/3661/730/5336/6223/6187/6171/51311/729/727	16
hsa03440	Homologous recombination	1/964	41/8586	0.992515944108899	1	0.8582995951417	57804	1
hsa05012	Parkinson disease	17/964	266/8586	0.997600256602967	1	0.8582995951417	4128/3709/6389/292/842/22926/581/3708/135/113457/7054/125965/5568/1843/2771/9451/6263	17
hsa05010	Alzheimer disease	27/964	384/8586	0.998163681903939	1	0.8582995951417	55102/3709/6389/5331/5330/292/842/22926/1454/3667/3708/4790/57142/8312/7186/7475/89780/1139/4311/113457/125965/348/27121/487/9451/27035/6263	27
hsa05034	Alcoholism	10/964	188/8586	0.998488006616066	1	0.8582995951417	4128/64764/59345/4915/135/7054/5568/136/2771/116443	10
hsa05322	Systemic lupus erythematosus	6/964	137/8586	0.998716314135505	1	0.8582995951417	81/3111/730/958/729/727	6
hsa05014	Amyotrophic lateral sclerosis	23/964	364/8586	0.999582118365621	1	0.8582995951417	55102/2066/6389/842/9001/22926/60/581/6300/56171/493869/7186/5868/113457/125965/348995/2878/7133/1767/4928/2521/9451/8701	23
hsa03010	Ribosome	4/964	167/8586	0.999996449067266	1	0.8582995951417	100169760/6223/6187/6171	4
hsa00190	Oxidative phosphorylation	2/964	134/8586	0.999998125651281	1	0.8582995951417	6389/125965	2
hsa04740	Olfactory transduction	4/964	439/8586	1	1	0.8582995951417	6546/409/5568/5592	4
