ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1901160	primary amino compound metabolic process	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	AGMAT	1
BP	GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	MET	1
BP	GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	NFE2L2	1
BP	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	NRP1	1
BP	GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	LIF	1
BP	GO:1904294	positive regulation of ERAD pathway	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	NFE2L2	1
BP	GO:1904321	response to forskolin	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	CREB1	1
BP	GO:1904322	cellular response to forskolin	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	CREB1	1
BP	GO:1905208	negative regulation of cardiocyte differentiation	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	EGFR	1
BP	GO:1905214	regulation of RNA binding	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	EIF4G1	1
BP	GO:1990173	protein localization to nucleoplasm	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	CCT2	1
BP	GO:2000288	positive regulation of myoblast proliferation	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	ATF2	1
BP	GO:2001140	positive regulation of phospholipid transport	1/904	14/18903	0.49656669958148	0.663053374046647	0.510392472806816	TMEM30A	1
BP	GO:0010596	negative regulation of endothelial cell migration	5/904	97/18903	0.497241104831539	0.663631661386426	0.510837615712193	THBS1/RHOA/HMGB1/HRG/APOH	5
BP	GO:0043502	regulation of muscle adaptation	5/904	97/18903	0.497241104831539	0.663631661386426	0.510837615712193	LMNA/CAMK2G/IL6ST/TRIM63/TWF1	5
BP	GO:0009145	purine nucleoside triphosphate biosynthetic process	6/904	118/18903	0.498424502791504	0.664566003722005	0.511556835783714	ENO1/NDUFB8/PID1/ATP6V1A/ND6/PKLR	6
BP	GO:0030326	embryonic limb morphogenesis	6/904	118/18903	0.498424502791504	0.664566003722005	0.511556835783714	FRAS1/TFAP2A/MBNL1/GLI3/FGF9/CYP26B1	6
BP	GO:0035113	embryonic appendage morphogenesis	6/904	118/18903	0.498424502791504	0.664566003722005	0.511556835783714	FRAS1/TFAP2A/MBNL1/GLI3/FGF9/CYP26B1	6
BP	GO:0050830	defense response to Gram-positive bacterium	6/904	118/18903	0.498424502791504	0.664566003722005	0.511556835783714	DEFB1/LBP/GBP2/LYZ/IL7R/RNASE6	6
BP	GO:1990845	adaptive thermogenesis	8/904	160/18903	0.50015308101179	0.666709148222211	0.513206544334877	PRDM16/ADRB1/IGF1R/PER2/NPR3/LCN2/ABHD6/PDGFC	8
BP	GO:0006403	RNA localization	10/904	202/18903	0.501429725880789	0.66824896834125	0.514391837448518	CCT2/DHX9/PABPN1/G3BP2/TGFBR2/PRPF6/TPR/FYTTD1/A1CF/RANBP2	10
BP	GO:0071805	potassium ion transmembrane transport	11/904	223/18903	0.501967839508121	0.668804049732235	0.514819117324986	KCNIP4/WNK4/DLG1/SLC12A3/ITGB1/KCNJ10/NEDD4L/CAB39/KCNE1/SLC12A6/RGS7	11
BP	GO:0006260	DNA replication	14/904	286/18903	0.503330674291287	0.670141972517154	0.515848997792152	BLM/DHX9/CINP/CDK1/ZBTB38/SUPT16H/EGFR/RBBP4/SAMHD1/CCDC88A/RRM2/EGF/SMC3/RECQL	14
BP	GO:0007031	peroxisome organization	2/904	35/18903	0.5039467633329	0.670141972517154	0.515848997792152	ABCD3/RAB8B	2
BP	GO:0031128	developmental induction	2/904	35/18903	0.5039467633329	0.670141972517154	0.515848997792152	AR/SOX9	2
BP	GO:0048048	embryonic eye morphogenesis	2/904	35/18903	0.5039467633329	0.670141972517154	0.515848997792152	TFAP2A/FBN1	2
BP	GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	2/904	35/18903	0.5039467633329	0.670141972517154	0.515848997792152	NRP1/PIK3C2A	2
BP	GO:1901099	negative regulation of signal transduction in absence of ligand	2/904	35/18903	0.5039467633329	0.670141972517154	0.515848997792152	CTNNA1/MCL1	2
BP	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	2/904	35/18903	0.5039467633329	0.670141972517154	0.515848997792152	CBFB/HMGB1	2
BP	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	2/904	35/18903	0.5039467633329	0.670141972517154	0.515848997792152	CTNNA1/MCL1	2
BP	GO:0015695	organic cation transport	3/904	56/18903	0.505324344315342	0.671162495468336	0.516634556320316	ATP13A3/ACTB/SLC44A4	3
BP	GO:0043331	response to dsRNA	3/904	56/18903	0.505324344315342	0.671162495468336	0.516634556320316	DHX9/MAPK1/IFIT1	3
BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	3/904	56/18903	0.505324344315342	0.671162495468336	0.516634556320316	SOCS7/CDC42/SOCS3	3
BP	GO:0043687	post-translational protein modification	3/904	56/18903	0.505324344315342	0.671162495468336	0.516634556320316	FAM20C/EGR1/FOLH1B	3
BP	GO:0071715	icosanoid transport	3/904	56/18903	0.505324344315342	0.671162495468336	0.516634556320316	ABCC4/PLA2R1/ABCC3	3
BP	GO:0009123	nucleoside monophosphate metabolic process	4/904	77/18903	0.505943326116438	0.671193801389659	0.516658654390279	DLG1/CMPK2/UPB1/UPP2	4
BP	GO:0031279	regulation of cyclase activity	4/904	77/18903	0.505943326116438	0.671193801389659	0.516658654390279	ADRB1/NPR3/GNAI3/ADGRV1	4
BP	GO:0045824	negative regulation of innate immune response	4/904	77/18903	0.505943326116438	0.671193801389659	0.516658654390279	SAMHD1/YTHDF3/VSIG4/IFI16	4
BP	GO:0090559	regulation of membrane permeability	4/904	77/18903	0.505943326116438	0.671193801389659	0.516658654390279	BOK/MPV17L/ATF2/LAPTM5	4
BP	GO:0051090	regulation of DNA-binding transcription factor activity	22/904	454/18903	0.505987176889177	0.671193801389659	0.516658654390279	AR/DHX9/TCF7L2/TFDP1/S100A9/S100A8/G3BP2/ARRB1/NR1H4/ESR1/TRIM38/MAP3K7/CAPN3/CLU/TFRC/GLI3/ATF2/TRIM13/MALT1/TRIB1/LTF/HCK	22
BP	GO:0014020	primary neural tube formation	5/904	98/18903	0.506356759747447	0.671193801389659	0.516658654390279	CC2D2A/IFT57/HECTD1/TMED2/HIF1A	5
BP	GO:0051952	regulation of amine transport	5/904	98/18903	0.506356759747447	0.671193801389659	0.516658654390279	CXCL12/ITGB1/ARL6IP5/PER2/SYT17	5
BP	GO:0006906	vesicle fusion	6/904	119/18903	0.506690302430885	0.671193801389659	0.516658654390279	SNAP23/STX16/GNAI3/CORO1A/RAB8B/USO1	6
BP	GO:0031398	positive regulation of protein ubiquitination	6/904	119/18903	0.506690302430885	0.671193801389659	0.516658654390279	RASSF5/DDX3X/CDC20/LAPTM5/MALT1/ANGPT1	6
BP	GO:0032609	interferon-gamma production	6/904	119/18903	0.506690302430885	0.671193801389659	0.516658654390279	GATA3/NR1H4/HMGB1/LAPTM5/CD14/INHBA	6
BP	GO:0032649	regulation of interferon-gamma production	6/904	119/18903	0.506690302430885	0.671193801389659	0.516658654390279	GATA3/NR1H4/HMGB1/LAPTM5/CD14/INHBA	6
BP	GO:0030522	intracellular receptor signaling pathway	13/904	266/18903	0.508441616277068	0.673351526492626	0.518319586517386	AR/RHOA/NR1H4/ESR1/THRB/MAP3K7/TKFC/HNF4A/NR1I3/CYP26B1/ESRRB/CYP24A1/NCOA2	13
BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	16/904	329/18903	0.509074860696414	0.673865639911017	0.518715330855906	DHX9/WTAP/CELF6/SYNCRIP/MBNL1/MBNL2/SF3B1/PRPF6/SLC39A5/RSRC1/SCAF11/CDC5L/SRRM2/FXR1/PNN/HMX2	16
BP	GO:0000398	mRNA splicing, via spliceosome	16/904	329/18903	0.509074860696414	0.673865639911017	0.518715330855906	DHX9/WTAP/CELF6/SYNCRIP/MBNL1/MBNL2/SF3B1/PRPF6/SLC39A5/RSRC1/SCAF11/CDC5L/SRRM2/FXR1/PNN/HMX2	16
BP	GO:0050864	regulation of B cell activation	10/904	204/18903	0.514059722918481	0.674748246550287	0.519394726818231	IGKC/PTPRC/MNDA/TFRC/LAPTM5/CD74/TNFSF13B/INHBA/TYROBP/FCGR2B	10
BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	6/904	120/18903	0.514906145416725	0.674748246550287	0.519394726818231	THBS1/GATA3/SOST/SOSTDC1/HRG/FBN1	6
BP	GO:0003300	cardiac muscle hypertrophy	5/904	99/18903	0.515405983787328	0.674748246550287	0.519394726818231	PDLIM5/LMNA/IL6ST/TRIM63/TWF1	5
BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	5/904	99/18903	0.515405983787328	0.674748246550287	0.519394726818231	BLM/CCND1/CENPF/CDK1/RAD21	5
BP	GO:0043537	negative regulation of blood vessel endothelial cell migration	4/904	78/18903	0.516148296349121	0.674748246550287	0.519394726818231	THBS1/RHOA/HMGB1/HRG	4
BP	GO:0090049	regulation of cell migration involved in sprouting angiogenesis	4/904	78/18903	0.516148296349121	0.674748246550287	0.519394726818231	THBS1/RHOA/NRP1/PIK3C2A	4
BP	GO:0140115	export across plasma membrane	4/904	78/18903	0.516148296349121	0.674748246550287	0.519394726818231	ABCC4/DLG1/SLC4A4/KCNE1	4
BP	GO:1903533	regulation of protein targeting	4/904	78/18903	0.516148296349121	0.674748246550287	0.519394726818231	SLC1A1/LMAN1/KCNE1/ITGB2	4
BP	GO:0050879	multicellular organismal movement	3/904	57/18903	0.517288605091257	0.674748246550287	0.519394726818231	VPS35/HSP90AA1/MYH8	3
BP	GO:0050881	musculoskeletal movement	3/904	57/18903	0.517288605091257	0.674748246550287	0.519394726818231	VPS35/HSP90AA1/MYH8	3
BP	GO:0006699	bile acid biosynthetic process	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	NR1H4/ABCD3	2
BP	GO:0007616	long-term memory	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	CPEB3/LRRN4	2
BP	GO:0010613	positive regulation of cardiac muscle hypertrophy	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	IL6ST/TWF1	2
BP	GO:0010614	negative regulation of cardiac muscle hypertrophy	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	LMNA/TRIM63	2
BP	GO:0019068	virion assembly	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	RAB1A/PC	2
BP	GO:0034260	negative regulation of GTPase activity	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	TMED2/RDX	2
BP	GO:0045589	regulation of regulatory T cell differentiation	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	CD46/HLA-DRA	2
BP	GO:0097345	mitochondrial outer membrane permeabilization	2/904	36/18903	0.519089389165975	0.674748246550287	0.519394726818231	BOK/MPV17L	2
BP	GO:0006813	potassium ion transport	12/904	247/18903	0.51968940661804	0.674748246550287	0.519394726818231	KCNIP4/WNK4/DLG1/SLC12A3/ITGB1/KCNJ10/NEDD4L/CAB39/KIF5B/KCNE1/SLC12A6/RGS7	12
BP	GO:0000054	ribosomal subunit export from nucleus	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NMD3	1
BP	GO:0001325	formation of extrachromosomal circular DNA	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	BLM	1
BP	GO:0001977	renal system process involved in regulation of blood volume	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	HSD11B2	1
BP	GO:0002903	negative regulation of B cell apoptotic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	CD74	1
BP	GO:0003214	cardiac left ventricle morphogenesis	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	TGFBR2	1
BP	GO:0003376	sphingosine-1-phosphate receptor signaling pathway	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	EZR	1
BP	GO:0010457	centriole-centriole cohesion	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	RTTN	1
BP	GO:0010838	positive regulation of keratinocyte proliferation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	LRG1	1
BP	GO:0010889	regulation of sequestering of triglyceride	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	LPL	1
BP	GO:0014029	neural crest formation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	SOX9	1
BP	GO:0014857	regulation of skeletal muscle cell proliferation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	ANGPT1	1
BP	GO:0018410	C-terminal protein amino acid modification	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	FOLH1B	1
BP	GO:0021534	cell proliferation in hindbrain	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	EGF	1
BP	GO:0021554	optic nerve development	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	GLI3	1
BP	GO:0021924	cell proliferation in external granule layer	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	EGF	1
BP	GO:0021930	cerebellar granule cell precursor proliferation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	EGF	1
BP	GO:0031453	positive regulation of heterochromatin formation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	TPR	1
BP	GO:0032230	positive regulation of synaptic transmission, GABAergic	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	KIF5B	1
BP	GO:0032897	negative regulation of viral transcription	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	TRIM13	1
BP	GO:0033689	negative regulation of osteoblast proliferation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NELL1	1
BP	GO:0033750	ribosome localization	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NMD3	1
BP	GO:0034310	primary alcohol catabolic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	SULT1C4	1
BP	GO:0034392	negative regulation of smooth muscle cell apoptotic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	APOH	1
BP	GO:0038166	angiotensin-activated signaling pathway	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	AGTR1	1
BP	GO:0042074	cell migration involved in gastrulation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	APELA	1
BP	GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	SOCS3	1
BP	GO:0042976	activation of Janus kinase activity	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	IL6R	1
BP	GO:0042994	cytoplasmic sequestering of transcription factor	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	G3BP2	1
BP	GO:0043970	histone H3-K9 acetylation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	GATA3	1
BP	GO:0044065	regulation of respiratory system process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	GLS	1
BP	GO:0045989	positive regulation of striated muscle contraction	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	HSP90AA1	1
BP	GO:0046007	negative regulation of activated T cell proliferation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	PRKAR1A	1
BP	GO:0046500	S-adenosylmethionine metabolic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	MAT2A	1
BP	GO:0046655	folic acid metabolic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	MTHFD2L	1
BP	GO:0048291	isotype switching to IgG isotypes	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	PTPRC	1
BP	GO:0048311	mitochondrion distribution	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	MAPT	1
BP	GO:0048484	enteric nervous system development	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	KIF26A	1
BP	GO:0048712	negative regulation of astrocyte differentiation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NTRK3	1
BP	GO:0048820	hair follicle maturation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	FERMT1	1
BP	GO:0048934	peripheral nervous system neuron differentiation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NTRK2	1
BP	GO:0048935	peripheral nervous system neuron development	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NTRK2	1
BP	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	ADGRV1	1
BP	GO:0051956	negative regulation of amino acid transport	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	ARL6IP5	1
BP	GO:0060026	convergent extension	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	FRZB	1
BP	GO:0060099	regulation of phagocytosis, engulfment	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	C3	1
BP	GO:0060354	negative regulation of cell adhesion molecule production	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	CXCL8	1
BP	GO:0070831	basement membrane assembly	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	PHLDB2	1
BP	GO:0071380	cellular response to prostaglandin E stimulus	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	GNB1	1
BP	GO:0090656	t-circle formation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	BLM	1
BP	GO:0090737	telomere maintenance via telomere trimming	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	BLM	1
BP	GO:0097212	lysosomal membrane organization	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	LAPTM5	1
BP	GO:0097396	response to interleukin-17	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	SOCS3	1
BP	GO:0097398	cellular response to interleukin-17	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	SOCS3	1
BP	GO:0097531	mast cell migration	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	KITLG	1
BP	GO:0098969	neurotransmitter receptor transport to postsynaptic membrane	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	VPS35	1
BP	GO:0099638	endosome to plasma membrane protein transport	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	VPS35	1
BP	GO:0120263	positive regulation of heterochromatin organization	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	TPR	1
BP	GO:0150011	regulation of neuron projection arborization	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	MACF1	1
BP	GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NCK1	1
BP	GO:1903727	positive regulation of phospholipid metabolic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NR1H4	1
BP	GO:1904251	regulation of bile acid metabolic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	NR1H4	1
BP	GO:1904380	endoplasmic reticulum mannose trimming	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	TRIM13	1
BP	GO:1904874	positive regulation of telomerase RNA localization to Cajal body	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	CCT2	1
BP	GO:1904936	interneuron migration	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	PAFAH1B1	1
BP	GO:1905153	regulation of membrane invagination	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	C3	1
BP	GO:2000104	negative regulation of DNA-templated DNA replication	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	BLM	1
BP	GO:2000345	regulation of hepatocyte proliferation	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	PTN	1
BP	GO:2000402	negative regulation of lymphocyte migration	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	CCL2	1
BP	GO:2001138	regulation of phospholipid transport	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	TMEM30A	1
BP	GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/904	15/18903	0.520660283338076	0.674748246550287	0.519394726818231	CD74	1
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	8/904	163/18903	0.52136294927565	0.675499698708145	0.519973165206538	TPX2/RHOA/NUSAP1/CDC20/ITGB1/TPR/PAFAH1B1/SMC3	8
BP	GO:0090174	organelle membrane fusion	6/904	121/18903	0.523069328228291	0.677550943300895	0.521552132814584	SNAP23/STX16/GNAI3/CORO1A/RAB8B/USO1	6
BP	GO:0019080	viral gene expression	5/904	100/18903	0.524385377470068	0.679095732537173	0.522741250959715	DHX9/CANX/TRIM13/JUN/ST6GAL1	5
BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	12/904	248/18903	0.525395198562751	0.680243312640097	0.523624613098272	GNB1/GNA13/ADRB1/CALCRL/ITGB3/PTGER3/NPR3/PTH1R/GNAI3/ADGRG1/AKAP12/GPR65	12
BP	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	4/904	79/18903	0.526254062887112	0.681034669618615	0.52423376865188	ITGB3/NPR3/GNAI3/AKAP12	4
BP	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	4/904	79/18903	0.526254062887112	0.681034669618615	0.52423376865188	NR1H4/LBP/LTF/GPNMB	4
BP	GO:0000375	RNA splicing, via transesterification reactions	16/904	333/18903	0.528869375201326	0.683264439683966	0.525950158164385	DHX9/WTAP/CELF6/SYNCRIP/MBNL1/MBNL2/SF3B1/PRPF6/SLC39A5/RSRC1/SCAF11/CDC5L/SRRM2/FXR1/PNN/HMX2	16
BP	GO:0006695	cholesterol biosynthetic process	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	ACLY/ERLIN1/HMGCS2	3
BP	GO:0007131	reciprocal meiotic recombination	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	RAD21/RNF212B/TOP2A	3
BP	GO:0031124	mRNA 3'-end processing	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	CPEB3/NUDT21/PAPOLA	3
BP	GO:0034204	lipid translocation	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	ATP11A/VMP1/TMEM30A	3
BP	GO:0044380	protein localization to cytoskeleton	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	ABHD17C/SPAG5/FAM83D	3
BP	GO:0051898	negative regulation of protein kinase B signaling	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	MAGI2/DLG1/PLEKHA1	3
BP	GO:0140527	reciprocal homologous recombination	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	RAD21/RNF212B/TOP2A	3
BP	GO:1902653	secondary alcohol biosynthetic process	3/904	58/18903	0.529095136111638	0.683264439683966	0.525950158164385	ACLY/ERLIN1/HMGCS2	3
BP	GO:0030534	adult behavior	7/904	143/18903	0.529592849284579	0.683746636400278	0.526321334277879	SLC1A1/HOXB8/CXCL12/KCNJ10/PAFAH1B1/GLRB/EPHA4	7
BP	GO:0043500	muscle adaptation	6/904	122/18903	0.531177253337093	0.685631282176487	0.527772060653365	LMNA/CAMK2G/GSN/IL6ST/TRIM63/TWF1	6
BP	GO:0015908	fatty acid transport	5/904	101/18903	0.533291705831664	0.685951923437928	0.528018877716238	THBS1/ABCD3/PLA2R1/ERFE/RBP7	5
BP	GO:0021549	cerebellum development	5/904	101/18903	0.533291705831664	0.685951923437928	0.528018877716238	PTPN11/FOXC1/IGF1R/NANOS1/FCGR2B	5
BP	GO:0045132	meiotic chromosome segregation	5/904	101/18903	0.533291705831664	0.685951923437928	0.528018877716238	ACTR2/RAD21/RNF212B/TOP2A/SMC3	5
BP	GO:0002068	glandular epithelial cell development	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	HNF4A/HIF1A	2
BP	GO:0002335	mature B cell differentiation	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	MALT1/FCGR2B	2
BP	GO:0003161	cardiac conduction system development	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	HEY1/CDC42	2
BP	GO:0007588	excretion	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	AGTR1/UMOD	2
BP	GO:0010092	specification of animal organ identity	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	AR/GLI3	2
BP	GO:0010934	macrophage cytokine production	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	LAPTM5/CD74	2
BP	GO:0010935	regulation of macrophage cytokine production	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	LAPTM5/CD74	2
BP	GO:0014046	dopamine secretion	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	CXCL12/SYT17	2
BP	GO:0014059	regulation of dopamine secretion	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	CXCL12/SYT17	2
BP	GO:0014742	positive regulation of muscle hypertrophy	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	IL6ST/TWF1	2
BP	GO:0045880	positive regulation of smoothened signaling pathway	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	CTNNA1/FGF9	2
BP	GO:0055023	positive regulation of cardiac muscle tissue growth	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	CDK1/FGF9	2
BP	GO:0072528	pyrimidine-containing compound biosynthetic process	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	CMPK2/UPP2	2
BP	GO:0086019	cell-cell signaling involved in cardiac conduction	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	CACNB2/SCN4B	2
BP	GO:0090151	establishment of protein localization to mitochondrial membrane	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	HSPA4/HSP90AA1	2
BP	GO:0120033	negative regulation of plasma membrane bounded cell projection assembly	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	GDI2/HRG	2
BP	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	2/904	37/18903	0.533920033497776	0.685951923437928	0.528018877716238	CCT2/MAPK1	2
BP	GO:0048644	muscle organ morphogenesis	4/904	80/18903	0.536256498883382	0.686774412151724	0.528651997258227	FOXC1/LIF/TPM1/COL3A1	4
BP	GO:0071695	anatomical structure maturation	12/904	250/18903	0.53674379773195	0.686774412151724	0.528651997258227	GATA3/RHOA/DEFB1/FAM20C/REN/CBFB/FERMT1/PTH1R/KCNE1/LTF/HIF1A/C3	12
BP	GO:0007224	smoothened signaling pathway	7/904	144/18903	0.537040115195309	0.686774412151724	0.528651997258227	CC2D2A/CTNNA1/TMEM17/IFT57/TGFBR2/GLI3/FGF9	7
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	6/904	123/18903	0.539227429076588	0.686774412151724	0.528651997258227	ENO1/NDUFB8/PID1/ATP6V1A/ND6/PKLR	6
BP	GO:0048469	cell maturation	9/904	187/18903	0.540480053287969	0.686774412151724	0.528651997258227	GATA3/DEFB1/FAM20C/REN/CBFB/PTH1R/KCNE1/HIF1A/C3	9
BP	GO:0009161	ribonucleoside monophosphate metabolic process	3/904	59/18903	0.540738685719837	0.686774412151724	0.528651997258227	DLG1/UPB1/UPP2	3
